[2025-11-19 17:51:53,485][INFO] Loading datasets...
[2025-11-19 17:52:27,561][INFO] Validation loss decreased (1.048728 --> 1.016581).  Saving model ...
[2025-11-19 17:52:28,868][INFO] Epoch 22 | LR: 0.001000 | Train Loss: 0.5715 | Val MAE: 1.0629 | Val Acc: 0.7290
[2025-11-19 17:52:30,150][INFO] Epoch 23 | LR: 0.001000 | Train Loss: 0.5501 | Val MAE: 1.0569 | Val Acc: 0.7430
[2025-11-19 17:52:32,091][INFO] Epoch 24 | LR: 0.001000 | Train Loss: 0.5462 | Val MAE: 1.0308 | Val Acc: 0.7336
[2025-11-19 17:52:33,906][INFO] Epoch 25 | LR: 0.001000 | Train Loss: 0.4920 | Val MAE: 1.0286 | Val Acc: 0.7710
[2025-11-19 17:52:35,198][INFO] Epoch 26 | LR: 0.001000 | Train Loss: 0.4941 | Val MAE: 1.0323 | Val Acc: 0.7757
[2025-11-19 17:52:36,592][INFO] Epoch 27 | LR: 0.000500 | Train Loss: 0.4503 | Val MAE: 1.0228 | Val Acc: 0.7523
[2025-11-19 17:52:37,832][INFO] Epoch 28 | LR: 0.000500 | Train Loss: 0.4209 | Val MAE: 1.0315 | Val Acc: 0.7617
[2025-11-19 17:52:39,162][INFO] Epoch 29 | LR: 0.000500 | Train Loss: 0.4117 | Val MAE: 1.0125 | Val Acc: 0.7523
[2025-11-19 17:52:39,162][INFO] Validation loss decreased (1.016581 --> 1.012547).  Saving model ...
[2025-11-19 17:52:40,648][INFO] Epoch 30 | LR: 0.000500 | Train Loss: 0.3816 | Val MAE: 1.0034 | Val Acc: 0.7617
[2025-11-19 17:52:40,648][INFO] Validation loss decreased (1.012547 --> 1.003421).  Saving model ...
[2025-11-19 17:52:42,161][INFO] Epoch 31 | LR: 0.000500 | Train Loss: 0.3788 | Val MAE: 1.0038 | Val Acc: 0.7523
[2025-11-19 17:52:43,311][INFO] Epoch 32 | LR: 0.000500 | Train Loss: 0.3617 | Val MAE: 1.0049 | Val Acc: 0.7383
[2025-11-19 17:52:44,462][INFO] Epoch 33 | LR: 0.000500 | Train Loss: 0.3526 | Val MAE: 1.0087 | Val Acc: 0.7383
[2025-11-19 17:52:45,514][INFO] Epoch 34 | LR: 0.000500 | Train Loss: 0.3352 | Val MAE: 1.0368 | Val Acc: 0.7103
[2025-11-19 17:52:46,604][INFO] Epoch 35 | LR: 0.000500 | Train Loss: 0.3368 | Val MAE: 0.9998 | Val Acc: 0.7336
[2025-11-19 17:52:46,604][INFO] Validation loss decreased (1.003421 --> 0.999832).  Saving model ...
[2025-11-19 17:52:47,699][INFO] Epoch 36 | LR: 0.000500 | Train Loss: 0.3223 | Val MAE: 1.0261 | Val Acc: 0.7336
[2025-11-19 17:52:48,774][INFO] Epoch 37 | LR: 0.000500 | Train Loss: 0.3238 | Val MAE: 0.9954 | Val Acc: 0.7336
[2025-11-19 17:52:48,775][INFO] Validation loss decreased (0.999832 --> 0.995396).  Saving model ...
[2025-11-19 17:52:49,880][INFO] Epoch 38 | LR: 0.000500 | Train Loss: 0.3233 | Val MAE: 0.9973 | Val Acc: 0.7150
[2025-11-19 17:52:50,982][INFO] Epoch 39 | LR: 0.000500 | Train Loss: 0.3147 | Val MAE: 0.9850 | Val Acc: 0.7336
[2025-11-19 17:52:50,982][INFO] Validation loss decreased (0.995396 --> 0.984978).  Saving model ...
[2025-11-19 17:52:52,166][INFO] Epoch 40 | LR: 0.000500 | Train Loss: 0.2935 | Val MAE: 0.9955 | Val Acc: 0.7243
[2025-11-19 17:52:53,893][INFO] Epoch 41 | LR: 0.000500 | Train Loss: 0.3007 | Val MAE: 0.9884 | Val Acc: 0.7477
[2025-11-19 17:52:55,709][INFO] Epoch 42 | LR: 0.000500 | Train Loss: 0.3110 | Val MAE: 1.0010 | Val Acc: 0.7243
[2025-11-19 17:52:57,515][INFO] Epoch 43 | LR: 0.000500 | Train Loss: 0.2987 | Val MAE: 0.9851 | Val Acc: 0.7570
[2025-11-19 17:52:59,270][INFO] Epoch 44 | LR: 0.000500 | Train Loss: 0.2937 | Val MAE: 0.9802 | Val Acc: 0.7290
[2025-11-19 17:52:59,270][INFO] Validation loss decreased (0.984978 --> 0.980229).  Saving model ...
[2025-11-19 17:53:01,180][INFO] Epoch 45 | LR: 0.000500 | Train Loss: 0.2999 | Val MAE: 1.0163 | Val Acc: 0.7150
[2025-11-19 17:53:03,020][INFO] Epoch 46 | LR: 0.000500 | Train Loss: 0.2856 | Val MAE: 0.9925 | Val Acc: 0.7523
[2025-11-19 17:53:04,562][INFO] Epoch 47 | LR: 0.000500 | Train Loss: 0.2788 | Val MAE: 1.0025 | Val Acc: 0.7477
[2025-11-19 17:53:05,722][INFO] Epoch 48 | LR: 0.000500 | Train Loss: 0.2819 | Val MAE: 1.0151 | Val Acc: 0.7336
[2025-11-19 17:53:06,825][INFO] Epoch 49 | LR: 0.000500 | Train Loss: 0.2822 | Val MAE: 0.9988 | Val Acc: 0.7383
[2025-11-19 17:53:07,886][INFO] Epoch 50 | LR: 0.000250 | Train Loss: 0.2692 | Val MAE: 0.9990 | Val Acc: 0.7243
[2025-11-19 17:53:08,993][INFO] Epoch 51 | LR: 0.000250 | Train Loss: 0.2577 | Val MAE: 0.9947 | Val Acc: 0.7477
[2025-11-19 17:53:10,077][INFO] Epoch 52 | LR: 0.000250 | Train Loss: 0.2524 | Val MAE: 0.9927 | Val Acc: 0.7477
[2025-11-19 17:53:11,170][INFO] Epoch 53 | LR: 0.000250 | Train Loss: 0.2496 | Val MAE: 0.9895 | Val Acc: 0.7477
[2025-11-19 17:53:12,746][INFO] Epoch 54 | LR: 0.000250 | Train Loss: 0.2354 | Val MAE: 0.9818 | Val Acc: 0.7523
[2025-11-19 17:53:12,747][INFO] Early stopping triggered.
[2025-11-19 17:53:13,117][INFO] FINAL TEST RESULTS | MAE: 1.1439 | Acc: 0.6735 | F1: 0.6737
